Gene_name,String_protein_id
FAM214A,9606.ENSP00000443598
FAM214B,9606.ENSP00000367823
FAM216A,9606.ENSP00000366901
FAM216B,9606.ENSP00000445786
FAM217A,9606.ENSP00000274673
FAM217B,9606.ENSP00000351040
FAM218A,9606.ENSP00000427428
FAM219A,9606.ENSP00000499069
FAM219B,9606.ENSP00000350260
FAM220A,9606.ENSP00000317289
FAM221A,9606.ENSP00000342576
FAM221B,9606.ENSP00000415299
FAM222A,9606.ENSP00000443292
FAM222B,9606.ENSP00000462419
FAM227A,9606.ENSP00000348086
FAM227B,9606.ENSP00000299338
FAM228A,9606.ENSP00000295150
FAM228B,9606.ENSP00000482482
FAM229A,9606.ENSP00000455971
FAM229B,9606.ENSP00000357645
FAM234A,9606.ENSP00000382814
FAM234B,9606.ENSP00000197268
FAM236A,9606.ENSP00000490343
FAM236B,9606.ENSP00000489894
FAM236C,9606.ENSP00000490543
FAM236D,9606.ENSP00000489739
FAM237A,9606.ENSP00000490802
FAM237B,9606.ENSP00000490466
FAM240A,9606.ENSP00000490556
FAM240B,9606.ENSP00000490097
FAM240C,9606.ENSP00000490626
FAM241A,9606.ENSP00000310182
FAM241B,9606.ENSP00000362376
FAM243A,9606.ENSP00000386791
FAM243B,9606.ENSP00000491937
FAM24A,9606.ENSP00000357889
FAM24B,9606.ENSP00000357894
FAM25A,9606.ENSP00000342790
FAM25C,9606.ENSP00000485370
FAM25G,9606.ENSP00000413896
FAM27D1,9606.ENSP00000498916
FAM27E3,9606.ENSP00000498941
FAM32A,9606.ENSP00000263384
FAM3A,9606.ENSP00000320521
FAM3B,9606.ENSP00000350673
FAM3C,9606.ENSP00000353025
FAM3D,9606.ENSP00000351632
FAM43A,9606.ENSP00000371397
FAM43B,9606.ENSP00000331397
FAM47A,9606.ENSP00000345029
FAM47B,9606.ENSP00000328307
FAM47C,9606.ENSP00000367913
FAM47E,9606.ENSP00000409423
FAM47E-STBD1,9606.ENSP00000422067
FAM49A,9606.ENSP00000370724
FAM49B,9606.ENSP00000429150
FAM50A,9606.ENSP00000377225
FAM50B,9606.ENSP00000369627
FAM53A,9606.ENSP00000310057
FAM53B,9606.ENSP00000338532
FAM53C,9606.ENSP00000239906
FAM71A,9606.ENSP00000294829
FAM71B,9606.ENSP00000305596
FAM71C,9606.ENSP00000315247
FAM71D,9606.ENSP00000483154
FAM71E1,9606.ENSP00000472421
FAM71E2,9606.ENSP00000398617
FAM71F1,9606.ENSP00000326652
FAM71F2,9606.ENSP00000493102
FAM72A,9606.ENSP00000356096
FAM72B,9606.ENSP00000358397
FAM72C,9606.ENSP00000463032
FAM72D,9606.ENSP00000383682
FAM76A,9606.ENSP00000010299
FAM76B,9606.ENSP00000351631
FAM78A,9606.ENSP00000361345
FAM78B,9606.ENSP00000346404
FAM81A,9606.ENSP00000288228
FAM81B,9606.ENSP00000283357
FAM83A,9606.ENSP00000428876
FAM83B,9606.ENSP00000304078
FAM83C,9606.ENSP00000363529
FAM83D,9606.ENSP00000481465
FAM83E,9606.ENSP00000263266
FAM83F,9606.ENSP00000330432
FAM83G,9606.ENSP00000373647
FAM83H,9606.ENSP00000373565
FAM86B1,9606.ENSP00000407067
FAM86B2,9606.ENSP00000262365
FAM86C1,9606.ENSP00000352182
FAM89A,9606.ENSP00000355614
FAM89B,9606.ENSP00000431459
FAM8A1,9606.ENSP00000259963
FAM90A1,9606.ENSP00000445418
FAM90A10P,9606.ENSP00000497650
FAM90A14P,9606.ENSP00000497439
FAM90A16P,9606.ENSP00000497037
FAM90A18P,9606.ENSP00000497020
FAM90A22P,9606.ENSP00000496925
FAM90A23P,9606.ENSP00000497005
FAM90A26,9606.ENSP00000421131
FAM90A7P,9606.ENSP00000497076
FAM90A8P,9606.ENSP00000498128
FAM90A9P,9606.ENSP00000497259
FAM91A1,9606.ENSP00000335082
FAM92A,9606.ENSP00000429367
FAM92B,9606.ENSP00000443411
FAM98A,9606.ENSP00000238823
FAM98B,9606.ENSP00000380734
FAM98C,9606.ENSP00000252530
FAM9A,9606.ENSP00000440163
FAM9B,9606.ENSP00000318716
FAM9C,9606.ENSP00000334430
FAN1,9606.ENSP00000354497
FANCA,9606.ENSP00000373952
FANCB,9606.ENSP00000498215
FANCC,9606.ENSP00000289081
FANCD2,9606.ENSP00000287647
FANCD2OS,9606.ENSP00000429608
FANCE,9606.ENSP00000229769
FANCF,9606.ENSP00000330875
FANCG,9606.ENSP00000367910
FANCI,9606.ENSP00000310842
FANCL,9606.ENSP00000385021
FANCM,9606.ENSP00000267430
FANK1,9606.ENSP00000357682
FAP,9606.ENSP00000188790
FAR1,9606.ENSP00000346874
FAR2,9606.ENSP00000443291
FARP1,9606.ENSP00000486285
FARP2,9606.ENSP00000264042
FARS2,9606.ENSP00000316335
FARSA,9606.ENSP00000320309
FARSB,9606.ENSP00000281828
FAS,9606.ENSP00000498466
FASLG,9606.ENSP00000356694
FASN,9606.ENSP00000304592
FASTK,9606.ENSP00000297532
FASTKD1,9606.ENSP00000400513
FASTKD2,9606.ENSP00000385990
FASTKD3,9606.ENSP00000264669
FASTKD5,9606.ENSP00000369618
FAT1,9606.ENSP00000406229
FAT2,9606.ENSP00000261800
FAT3,9606.ENSP00000432586
FAT4,9606.ENSP00000377862
FATE1,9606.ENSP00000359375
FAU,9606.ENSP00000431822
FAXC,9606.ENSP00000374328
FAXDC2,9606.ENSP00000320604
FBF1,9606.ENSP00000490726
FBH1,9606.ENSP00000369335
FBL,9606.ENSP00000221801
FBLIM1,9606.ENSP00000416387
FBLL1,9606.ENSP00000473383
FBLN1,9606.ENSP00000331544
FBLN2,9606.ENSP00000384169
FBLN5,9606.ENSP00000345008
FBLN7,9606.ENSP00000331411
FBN1,9606.ENSP00000325527
FBN2,9606.ENSP00000424571
FBN3,9606.ENSP00000270509
FBP1,9606.ENSP00000408025
FBP2,9606.ENSP00000364486
FBRS,9606.ENSP00000348489
FBRSL1,9606.ENSP00000396160
FBXL12,9606.ENSP00000247977
FBXL13,9606.ENSP00000321927
FBXL14,9606.ENSP00000344855
FBXL15,9606.ENSP00000224862
FBXL16,9606.ENSP00000380746
FBXL17,9606.ENSP00000437464
FBXL18,9606.ENSP00000371805
FBXL19,9606.ENSP00000369666
FBXL2,9606.ENSP00000417601
FBXL20,9606.ENSP00000264658
FBXL22,9606.ENSP00000353794
FBXL3,9606.ENSP00000347834
FBXL4,9606.ENSP00000358247
FBXL5,9606.ENSP00000344866
FBXL6,9606.ENSP00000330098
FBXL7,9606.ENSP00000423630
FBXL8,9606.ENSP00000258200
FBXO10,9606.ENSP00000403802
FBXO11,9606.ENSP00000384823
FBXO15,9606.ENSP00000393154
FBXO16,9606.ENSP00000369604
FBXO17,9606.ENSP00000292852
FBXO2,9606.ENSP00000346240
FBXO21,9606.ENSP00000328187
FBXO22,9606.ENSP00000307833
FBXO24,9606.ENSP00000416558
FBXO25,9606.ENSP00000372274
FBXO27,9606.ENSP00000292853
FBXO28,9606.ENSP00000355827
FBXO3,9606.ENSP00000265651
FBXO30,9606.ENSP00000237281
FBXO31,9606.ENSP00000310841
FBXO32,9606.ENSP00000428205
FBXO33,9606.ENSP00000298097
FBXO34,9606.ENSP00000313159
FBXO36,9606.ENSP00000283946
FBXO38,9606.ENSP00000342023
FBXO39,9606.ENSP00000321386
FBXO4,9606.ENSP00000281623
FBXO40,9606.ENSP00000337510
FBXO41,9606.ENSP00000428646
FBXO42,9606.ENSP00000364742
FBXO43,9606.ENSP00000403293
FBXO44,9606.ENSP00000365959
FBXO45,9606.ENSP00000310332
FBXO46,9606.ENSP00000410007
FBXO47,9606.ENSP00000367319
FBXO48,9606.ENSP00000367193
FBXO5,9606.ENSP00000229758
FBXO6,9606.ENSP00000365944
FBXO7,9606.ENSP00000266087
FBXO8,9606.ENSP00000377280
FBXO9,9606.ENSP00000244426
FBXW10,9606.ENSP00000379025
FBXW11,9606.ENSP00000265094
FBXW12,9606.ENSP00000296438
FBXW2,9606.ENSP00000476369
FBXW4,9606.ENSP00000499522
FBXW5,9606.ENSP00000313034
FBXW7,9606.ENSP00000474725
FBXW8,9606.ENSP00000498999
FBXW9,9606.ENSP00000376945
FCAMR,9606.ENSP00000316491
FCAR,9606.ENSP00000347714
FCER1A,9606.ENSP00000357097
FCER1G,9606.ENSP00000289902
FCER2,9606.ENSP00000264072
FCF1,9606.ENSP00000344393
FCGBP,9606.ENSP00000481056
FCGR1A,9606.ENSP00000358165
FCGR1B,9606.ENSP00000358391
FCGR2A,9606.ENSP00000271450
FCGR2B,9606.ENSP00000351497
FCGR3A,9606.ENSP00000356946
FCGR3B,9606.ENSP00000433642
FCGRT,9606.ENSP00000410798
FCHO1,9606.ENSP00000473001
FCHO2,9606.ENSP00000393776
FCHSD1,9606.ENSP00000399259
FCHSD2,9606.ENSP00000386722
FCMR,9606.ENSP00000356058
FCN1,9606.ENSP00000360871
FCN2,9606.ENSP00000291744
FCN3,9606.ENSP00000270879
FCRL1,9606.ENSP00000357158
FCRL2,9606.ENSP00000355157
FCRL3,9606.ENSP00000357169
FCRL4,9606.ENSP00000271532
FCRL5,9606.ENSP00000354691
FCRL6,9606.ENSP00000357086
FCRLA,9606.ENSP00000356936
FCRLB,9606.ENSP00000356925
FCSK,9606.ENSP00000288078
FDCSP,9606.ENSP00000318437
FDFT1,9606.ENSP00000491537
FDPS,9606.ENSP00000349078
FDX1,9606.ENSP00000260270
FDX2,9606.ENSP00000377311
FDXACB1,9606.ENSP00000260257
FDXR,9606.ENSP00000416515
FECH,9606.ENSP00000498358
FEM1A,9606.ENSP00000269856
FEM1B,9606.ENSP00000307298
FEM1C,9606.ENSP00000274457
FEN1,9606.ENSP00000305480
FER,9606.ENSP00000281092
FER1L5,9606.ENSP00000485238
FER1L6,9606.ENSP00000428280
FERD3L,9606.ENSP00000275461
FERMT1,9606.ENSP00000217289
FERMT2,9606.ENSP00000342858
FERMT3,9606.ENSP00000279227
FES,9606.ENSP00000331504
FETUB,9606.ENSP00000265029
FEV,9606.ENSP00000295727
FEZ1,9606.ENSP00000497070
FEZ2,9606.ENSP00000368547
FEZF1,9606.ENSP00000411145
FEZF2,9606.ENSP00000283268
FFAR1,9606.ENSP00000246553
FFAR2,9606.ENSP00000473159
FFAR3,9606.ENSP00000328230
FFAR4,9606.ENSP00000360538
FGA,9606.ENSP00000498441
FGB,9606.ENSP00000306099
FGD1,9606.ENSP00000364277
FGD2,9606.ENSP00000274963
FGD3,9606.ENSP00000336914
FGD4,9606.ENSP00000433666
FGD5,9606.ENSP00000285046
FGD6,9606.ENSP00000344446
FGF1,9606.ENSP00000480791
FGF10,9606.ENSP00000264664
FGF11,9606.ENSP00000293829
FGF12,9606.ENSP00000413496
FGF13,9606.ENSP00000396198
FGF14,9606.ENSP00000365301
FGF16,9606.ENSP00000399324
FGF17,9606.ENSP00000352414
FGF18,9606.ENSP00000274625
FGF19,9606.ENSP00000294312
FGF2,9606.ENSP00000264498
FGF20,9606.ENSP00000180166
FGF21,9606.ENSP00000471477
FGF22,9606.ENSP00000215530
FGF23,9606.ENSP00000237837
FGF3,9606.ENSP00000334122
FGF4,9606.ENSP00000168712
FGF5,9606.ENSP00000311697
FGF6,9606.ENSP00000228837
FGF7,9606.ENSP00000267843
FGF8,9606.ENSP00000321797
FGF9,9606.ENSP00000371790
FGFBP1,9606.ENSP00000371770
FGFBP2,9606.ENSP00000259989
FGFBP3,9606.ENSP00000339067
FGFR1,9606.ENSP00000393312
FGFR1OP,9606.ENSP00000355812
FGFR1OP2,9606.ENSP00000229395
FGFR2,9606.ENSP00000410294
FGFR3,9606.ENSP00000339824
FGFR4,9606.ENSP00000292408
FGFRL1,9606.ENSP00000381498
FGG,9606.ENSP00000336829
FGGY,9606.ENSP00000360262
FGL1,9606.ENSP00000381133
FGL2,9606.ENSP00000248598
FGR,9606.ENSP00000363117
FH,9606.ENSP00000355518
FHAD1,9606.ENSP00000351770
FHDC1,9606.ENSP00000427567
FHIT,9606.ENSP00000418582
FHL1,9606.ENSP00000498684
FHL2,9606.ENSP00000386892
FHL3,9606.ENSP00000362107
FHL5,9606.ENSP00000326022
FHOD1,9606.ENSP00000258201
FHOD3,9606.ENSP00000466937
FIBCD1,9606.ENSP00000361413
FIBIN,9606.ENSP00000321962
FIBP,9606.ENSP00000344572
FICD,9606.ENSP00000446479
FIG4,9606.ENSP00000230124
FIGLA,9606.ENSP00000333097
FIGN,9606.ENSP00000333836
FIGNL1,9606.ENSP00000410811
FIGNL2,9606.ENSP00000491257
FILIP1,9606.ENSP00000237172
FILIP1L,9606.ENSP00000346560
FIP1L1,9606.ENSP00000336752
FIS1,9606.ENSP00000223136
FITM1,9606.ENSP00000267426
FITM2,9606.ENSP00000380037
FIZ1,9606.ENSP00000221665
FJX1,9606.ENSP00000400223
FKBP10,9606.ENSP00000317232
FKBP11,9606.ENSP00000449751
FKBP14,9606.ENSP00000222803
FKBP15,9606.ENSP00000416158
FKBP1A,9606.ENSP00000383003
FKBP1B,9606.ENSP00000370373
FKBP1C,9606.ENSP00000359693
FKBP2,9606.ENSP00000378046
FKBP3,9606.ENSP00000216330
FKBP4,9606.ENSP00000001008
FKBP5,9606.ENSP00000444810
FKBP6,9606.ENSP00000252037
FKBP7,9606.ENSP00000413152
FKBP8,9606.ENSP00000471700
FKBP9,9606.ENSP00000439250
FKBPL,9606.ENSP00000364298
FKRP,9606.ENSP00000326570
FKTN,9606.ENSP00000223528
FLACC1,9606.ENSP00000385098
FLAD1,9606.ENSP00000292180
FLCN,9606.ENSP00000285071
FLG,9606.ENSP00000357789
FLG2,9606.ENSP00000373370
FLI1,9606.ENSP00000433488
FLII,9606.ENSP00000324573
FLNA,9606.ENSP00000358866
FLNB,9606.ENSP00000420213
FLNC,9606.ENSP00000327145
FLOT1,9606.ENSP00000365569
FLOT2,9606.ENSP00000378368
FLRT1,9606.ENSP00000246841
FLRT2,9606.ENSP00000332879
FLRT3,9606.ENSP00000339912
FLT1,9606.ENSP00000282397
FLT3,9606.ENSP00000241453
FLT3LG,9606.ENSP00000469613
FLT4,9606.ENSP00000261937
FLVCR1,9606.ENSP00000355938
FLVCR2,9606.ENSP00000238667
FLYWCH1,9606.ENSP00000253928
FLYWCH2,9606.ENSP00000380159
FMC1,9606.ENSP00000297534
FMC1-LUC7L2,9606.ENSP00000440222
FMN1,9606.ENSP00000479134
FMN2,9606.ENSP00000318884
FMNL1,9606.ENSP00000329219
FMNL2,9606.ENSP00000288670
FMNL3,9606.ENSP00000335655
FMO1,9606.ENSP00000346901
FMO2,9606.ENSP00000209929
FMO3,9606.ENSP00000356729
FMO4,9606.ENSP00000356723
FMO5,9606.ENSP00000254090
FMOD,9606.ENSP00000347041
FMR1,9606.ENSP00000359506
FMR1NB,9606.ENSP00000359498
FN1,9606.ENSP00000346839
FN3K,9606.ENSP00000300784
FN3KRP,9606.ENSP00000269373
FNBP1,9606.ENSP00000413625
FNBP1L,9606.ENSP00000271234
FNBP4,9606.ENSP00000263773
FNDC1,9606.ENSP00000297267
FNDC10,9606.ENSP00000389111
FNDC11,9606.ENSP00000480914
FNDC3A,9606.ENSP00000441831
FNDC3B,9606.ENSP00000411242
FNDC4,9606.ENSP00000264703
FNDC5,9606.ENSP00000362570
FNDC7,9606.ENSP00000359034
FNDC8,9606.ENSP00000158009
FNDC9,9606.ENSP00000310594
FNIP1,9606.ENSP00000421985
FNIP2,9606.ENSP00000264433
FNTA,9606.ENSP00000303423
FNTB,9606.ENSP00000246166
FOCAD,9606.ENSP00000369599
FOLH1,9606.ENSP00000256999
FOLR1,9606.ENSP00000377284
FOLR2,9606.ENSP00000298223
FOLR3,9606.ENSP00000481114
FOPNL,9606.ENSP00000461830
FOS,9606.ENSP00000306245
FOSB,9606.ENSP00000245919
FOSL1,9606.ENSP00000310170
FOSL2,9606.ENSP00000264716
FOXA1,9606.ENSP00000250448
FOXA2,9606.ENSP00000400341
FOXA3,9606.ENSP00000304004
FOXB1,9606.ENSP00000379369
FOXB2,9606.ENSP00000365898
FOXC1,9606.ENSP00000493906
FOXC2,9606.ENSP00000497759
FOXD1,9606.ENSP00000481581
FOXD2,9606.ENSP00000335493
FOXD3,9606.ENSP00000360157
FOXD4,9606.ENSP00000371940
FOXD4L1,9606.ENSP00000302756
FOXD4L3,9606.ENSP00000341961
FOXD4L4,9606.ENSP00000366630
FOXD4L5,9606.ENSP00000366637
FOXD4L6,9606.ENSP00000484875
FOXE1,9606.ENSP00000364265
FOXE3,9606.ENSP00000334472
FOXF1,9606.ENSP00000262426
FOXF2,9606.ENSP00000496415
FOXG1,9606.ENSP00000339004
FOXH1,9606.ENSP00000366534
FOXI1,9606.ENSP00000304286
FOXI2,9606.ENSP00000373572
FOXI3,9606.ENSP00000478384
FOXJ1,9606.ENSP00000323880
FOXJ2,9606.ENSP00000162391
FOXJ3,9606.ENSP00000361653
FOXK1,9606.ENSP00000328720
FOXK2,9606.ENSP00000335677
FOXL1,9606.ENSP00000326272
FOXL2,9606.ENSP00000497217
FOXL2NB,9606.ENSP00000372651
FOXL3,9606.ENSP00000492766
FOXM1,9606.ENSP00000342307
FOXN1,9606.ENSP00000226247
FOXN2,9606.ENSP00000343633
FOXN3,9606.ENSP00000343288
FOXN4,9606.ENSP00000299162
FOXO1,9606.ENSP00000368880
FOXO3,9606.ENSP00000339527
FOXO3B,9606.ENSP00000499455
FOXO4,9606.ENSP00000363377
FOXO6,9606.ENSP00000493184
FOXP1,9606.ENSP00000484803
FOXP1-2,9606.ENSP00000497585
FOXP2,9606.ENSP00000386200
FOXP3,9606.ENSP00000365380
FOXP4,9606.ENSP00000362151
FOXQ1,9606.ENSP00000296839
FOXR1,9606.ENSP00000314806
FOXR2,9606.ENSP00000427329
FOXRED1,9606.ENSP00000263578
FOXRED2,9606.ENSP00000380401
FOXS1,9606.ENSP00000365145
FPGS,9606.ENSP00000362344
FPGT,9606.ENSP00000359935
FPGT-TNNI3K,9606.ENSP00000450895
FPR1,9606.ENSP00000471493
FPR2,9606.ENSP00000468897
FPR3,9606.ENSP00000341821
FRA10AC1,9606.ENSP00000360488
FRAS1,9606.ENSP00000422834
FRAT1,9606.ENSP00000360060
FRAT2,9606.ENSP00000360058
FREM1,9606.ENSP00000412940
FREM2,9606.ENSP00000280481
FREM3,9606.ENSP00000332886
FRG1,9606.ENSP00000226798
FRG2,9606.ENSP00000424015
FRG2B,9606.ENSP00000401310
FRG2C,9606.ENSP00000312299
FRK,9606.ENSP00000476145
FRMD1,9606.ENSP00000283309
FRMD3,9606.ENSP00000303508
FRMD4A,9606.ENSP00000350032
FRMD4B,9606.ENSP00000381549
FRMD5,9606.ENSP00000403067
FRMD6,9606.ENSP00000343899
FRMD7,9606.ENSP00000298542
FRMD8,9606.ENSP00000319726
FRMPD1,9606.ENSP00000444411
FRMPD2,9606.ENSP00000363317
FRMPD3,9606.ENSP00000276185
FRMPD4,9606.ENSP00000370057
FRRS1,9606.ENSP00000287474
FRRS1L,9606.ENSP00000477141
FRS2,9606.ENSP00000447241
FRS3,9606.ENSP00000362109
FRY,9606.ENSP00000445043
FRYL,9606.ENSP00000351113
FRZB,9606.ENSP00000295113
FSBP,9606.ENSP00000483397
FSCB,9606.ENSP00000344579
FSCN1,9606.ENSP00000371798
FSCN2,9606.ENSP00000334665
FSCN3,9606.ENSP00000265825
FSD1,9606.ENSP00000221856
FSD1L,9606.ENSP00000417492
FSD2,9606.ENSP00000335651
FSHB,9606.ENSP00000416606
FSHR,9606.ENSP00000384708
FSIP1,9606.ENSP00000280236
FSIP2,9606.ENSP00000401306
FST,9606.ENSP00000256759
FSTL1,9606.ENSP00000295633
FSTL3,9606.ENSP00000166139
FSTL4,9606.ENSP00000265342
FSTL5,9606.ENSP00000305334
FTCD,9606.ENSP00000380856
FTCDNL1,9606.ENSP00000482786
FTH1,9606.ENSP00000273550
FTHL17,9606.ENSP00000368207
FTL,9606.ENSP00000366525
FTMT,9606.ENSP00000313691
FTO,9606.ENSP00000418823
FTSJ1,9606.ENSP00000326948
FTSJ3,9606.ENSP00000396673
FUBP1,9606.ENSP00000359804
FUBP3,9606.ENSP00000318177
FUCA1,9606.ENSP00000363603
FUCA2,9606.ENSP00000002165
FUNDC1,9606.ENSP00000367284
FUNDC2,9606.ENSP00000358510
FUOM,9606.ENSP00000278025
FURIN,9606.ENSP00000483552
FUS,9606.ENSP00000254108
FUT1,9606.ENSP00000312021
FUT10,9606.ENSP00000332757
FUT11,9606.ENSP00000361932
FUT2,9606.ENSP00000387498
FUT3,9606.ENSP00000305603
FUT4,9606.ENSP00000351602
FUT5,9606.ENSP00000466880
FUT6,9606.ENSP00000286955
FUT7,9606.ENSP00000318142
FUT8,9606.ENSP00000353910
FUT9,9606.ENSP00000302599
FUZ,9606.ENSP00000313309
FXN,9606.ENSP00000419243
FXR1,9606.ENSP00000350170
FXR2,9606.ENSP00000250113
FXYD1,9606.ENSP00000481244
FXYD2,9606.ENSP00000292079
FXYD3,9606.ENSP00000473929
FXYD4,9606.ENSP00000473361
FXYD5,9606.ENSP00000444839
FXYD6,9606.ENSP00000442756
FXYD6-FXYD2,9606.ENSP00000482442
FXYD7,9606.ENSP00000270310
FYB1,9606.ENSP00000493623
FYB2,9606.ENSP00000345972
FYCO1,9606.ENSP00000296137
FYN,9606.ENSP00000346671
FYTTD1,9606.ENSP00000241502
FZD1,9606.ENSP00000287934
FZD10,9606.ENSP00000229030
FZD2,9606.ENSP00000323901
FZD3,9606.ENSP00000240093
FZD4,9606.ENSP00000434034
FZD5,9606.ENSP00000354607
FZD6,9606.ENSP00000351605
FZD7,9606.ENSP00000286201
FZD8,9606.ENSP00000363826
FZD9,9606.ENSP00000345785
FZR1,9606.ENSP00000378529
G0S2,9606.ENSP00000355996
G2E3,9606.ENSP00000206595
G3BP1,9606.ENSP00000377681
G3BP2,9606.ENSP00000352738
G3V2T6_HUMAN,9606.ENSP00000450856
G3V318_HUMAN,9606.ENSP00000450984
G3V3Q6_HUMAN,9606.ENSP00000451369
G3V4G9_HUMAN,9606.ENSP00000451792
G6PC,9606.ENSP00000253801
G6PC2,9606.ENSP00000364512
G6PC3,9606.ENSP00000269097
G6PD,9606.ENSP00000377192
GAA,9606.ENSP00000305692
GAB1,9606.ENSP00000262995
GAB2,9606.ENSP00000354952
GAB3,9606.ENSP00000399588
GAB4,9606.ENSP00000383431
GABARAP,9606.ENSP00000306866
GABARAPL1,9606.ENSP00000411256
GABARAPL2,9606.ENSP00000037243
GABBR1,9606.ENSP00000366233
GABBR2,9606.ENSP00000259455
GABPA,9606.ENSP00000346886
GABPB1,9606.ENSP00000220429
GABPB2,9606.ENSP00000357914
GABRA1,9606.ENSP00000393097
GABRA2,9606.ENSP00000427603
GABRA3,9606.ENSP00000359337
GABRA4,9606.ENSP00000264318
GABRA5,9606.ENSP00000382953
GABRA6,9606.ENSP00000274545
GABRB1,9606.ENSP00000295454
GABRB2,9606.ENSP00000274547
GABRB3,9606.ENSP00000308725
GABRD,9606.ENSP00000367848
GABRE,9606.ENSP00000359353
GABRG1,9606.ENSP00000295452
GABRG2,9606.ENSP00000410732
GABRG3,9606.ENSP00000479113
GABRP,9606.ENSP00000430100
GABRQ,9606.ENSP00000469332
GABRR1,9606.ENSP00000412673
GABRR2,9606.ENSP00000386029
GABRR3,9606.ENSP00000481321
GAD1,9606.ENSP00000350928
GAD2,9606.ENSP00000365437
GADD45A,9606.ENSP00000360025
GADD45B,9606.ENSP00000215631
GADD45G,9606.ENSP00000252506
GADD45GIP1,9606.ENSP00000323065
GADL1,9606.ENSP00000282538
GAGE1,9606.ENSP00000484668
GAGE10,9606.ENSP00000385415
GAGE12C,9606.ENSP00000397103
GAGE12D,9606.ENSP00000384214
GAGE12E,9606.ENSP00000371117
GAGE12F,9606.ENSP00000491865
GAGE12G,9606.ENSP00000416249
GAGE12H,9606.ENSP00000371141
GAGE12J,9606.ENSP00000409832
GAGE13,9606.ENSP00000483811
GAGE2A,9606.ENSP00000355421
GAGE2E,9606.ENSP00000478568
GAK,9606.ENSP00000314499
GAL,9606.ENSP00000265643
GAL3ST1,9606.ENSP00000385207
GAL3ST2,9606.ENSP00000192314
GAL3ST3,9606.ENSP00000308591
GAL3ST4,9606.ENSP00000353142
GALC,9606.ENSP00000261304
GALE,9606.ENSP00000483375
GALK1,9606.ENSP00000225614
GALK2,9606.ENSP00000453129
GALM,9606.ENSP00000272252
GALNS,9606.ENSP00000268695
GALNT1,9606.ENSP00000269195
GALNT10,9606.ENSP00000297107
GALNT11,9606.ENSP00000416787
GALNT12,9606.ENSP00000364150
GALNT13,9606.ENSP00000387239
GALNT14,9606.ENSP00000314500
GALNT15,9606.ENSP00000344260
GALNT16,9606.ENSP00000336729
GALNT17,9606.ENSP00000329654
GALNT18,9606.ENSP00000227756
GALNT2,9606.ENSP00000355632
GALNT3,9606.ENSP00000376465
GALNT4,9606.ENSP00000436604
GALNT5,9606.ENSP00000259056
GALNT6,9606.ENSP00000348668
GALNT7,9606.ENSP00000265000
GALNT8,9606.ENSP00000252318
GALNT9,9606.ENSP00000329846
GALNTL5,9606.ENSP00000479207
GALNTL6,9606.ENSP00000423313
GALP,9606.ENSP00000349884
GALR1,9606.ENSP00000299727
GALR2,9606.ENSP00000329684
GALR3,9606.ENSP00000249041
GALT,9606.ENSP00000368119
GAMT,9606.ENSP00000403536
GAN,9606.ENSP00000497351
GANAB,9606.ENSP00000340466
GANC,9606.ENSP00000326227
GAP43,9606.ENSP00000377372
GAPDH,9606.ENSP00000380070
GAPDHS,9606.ENSP00000222286
GAPT,9606.ENSP00000379997
GAPVD1,9606.ENSP00000377665
GAR1,9606.ENSP00000226796
GAREM1,9606.ENSP00000269209
GAREM2,9606.ENSP00000384593
GARNL3,9606.ENSP00000362485
GARS1,9606.ENSP00000373918
GART,9606.ENSP00000371253
GAS1,9606.ENSP00000298743
GAS2,9606.ENSP00000401145
GAS2L1,9606.ENSP00000481012
GAS2L2,9606.ENSP00000474529
GAS2L3,9606.ENSP00000448955
GAS6,9606.ENSP00000331831
GAS7,9606.ENSP00000407552
GAS8,9606.ENSP00000268699
GASK1A,9606.ENSP00000407301
GASK1B,9606.ENSP00000377396
GAST,9606.ENSP00000331358
GATA1,9606.ENSP00000365858
GATA2,9606.ENSP00000345681
GATA3,9606.ENSP00000368632
GATA4,9606.ENSP00000435712
GATA5,9606.ENSP00000252997
GATA6,9606.ENSP00000269216
GATAD1,9606.ENSP00000287957
GATAD2A,9606.ENSP00000384899
GATAD2B,9606.ENSP00000357644
GATB,9606.ENSP00000263985
GATC,9606.ENSP00000446872
GATD1,9606.ENSP00000321691
GATD3A,9606.ENSP00000291577
GATD3B,9606.ENSP00000480313
GATM,9606.ENSP00000379895
GBA,9606.ENSP00000314508
GBA2,9606.ENSP00000367343
GBE1,9606.ENSP00000410833
GBF1,9606.ENSP00000359000
GBGT1,9606.ENSP00000361110
GBP1,9606.ENSP00000359504
GBP2,9606.ENSP00000359497
GBP3,9606.ENSP00000359512
GBP4,9606.ENSP00000359490
GBP5,9606.ENSP00000359488
GBP6,9606.ENSP00000359485
GBP7,9606.ENSP00000294671
GBX1,9606.ENSP00000297537
GBX2,9606.ENSP00000302251
GC,9606.ENSP00000421725
GCA,9606.ENSP00000394842
GCAT,9606.ENSP00000371110
GCC1,9606.ENSP00000318821
GCC2,9606.ENSP00000307939
GCDH,9606.ENSP00000466845
GCFC2,9606.ENSP00000318690
GCG,9606.ENSP00000387662
GCGR,9606.ENSP00000383558
GCH1,9606.ENSP00000477796
GCHFR,9606.ENSP00000260447
GCK,9606.ENSP00000223366
GCKR,9606.ENSP00000264717
GCLC,9606.ENSP00000497574
GCLM,9606.ENSP00000359258
GCM1,9606.ENSP00000259803
